       sentence_id                        word    Tag
20661         2673                  al-Sharjee  I-geo
20662         2673                      market      O
20663         2673                           .      O
20664          812                     Despite      O
20665          812                         the      O
20666          812                      rising      O
20667          812                      claims      O
20668          812                         for      O
20669          812                unemployment      O
20670          812                   insurance      O
20671          812                           ,      O
20672          812                        U.S.  B-gpe
20673          812                   companies      O
20674          812                         are      O
20675          812                   squeezing      O
20676          812                        more      O
20677          812                productivity      O
20678          812                         out      O
20679          812                          of      O
20680          812                       their      O
20681          812                   shrinking      O
20682          812                  workforces      O
20683          812                           .      O
20684         2161                      Police      O
20685         2161                        said      O
20686         2161                          he      O
20687         2161                    appeared      O
20688         2161                          to      O
20689         2161                        have      O
20690         2161                        been      O
20691         2161                   strangled      O
20692         2161                        with      O
20693         2161                           a      O
20694         2161                        belt      O
20695         2161                         and      O
20696         2161                         had      O
20697         2161                    multiple      O
20698         2161                        stab      O
20699         2161                      wounds      O
20700         2161                           .      O
20701         1700                          An      O
20702         1700                     Israeli  B-gpe
20703         1700                        army      O
20704         1700                   spokesman      O
20705         1700                        said      O
20706         1700                    soldiers      O
20707         1700                      opened      O
20708         1700                        fire      O
20709         1700                          on      O
20710         1700                         two      O
20711         1700                      gunmen      O
20712         1700                           ,      O
20713         1700                     killing      O
20714         1700                         one      O
20715         1700                         and      O
20716         1700                    wounding      O
20717         1700                         the      O
20718         1700                       other      O
20719         1700                           .      O
20720         2996                     Burmese  B-gpe
20721         2996                   officials      O
20722         2996                         say      O
20723         2996                      ethnic      O
20724         2996                       Karen  B-per
20725         2996                      rebels      O
20726         2996                    attacked      O
20727         2996                           a      O
20728         2996                      convoy      O
20729         2996                          of      O
20730         2996                      trucks      O
20731         2996                         and      O
20732         2996                       buses      O
20733         2996                          on      O
20734         2996                           a      O
20735         2996                     highway      O
20736         2996                          in      O
20737         2996                    southern  B-geo
20738         2996                       Burma  I-geo
20739         2996                           ,      O
20740         2996                     killing      O
20741         2996                       eight      O
20742         2996                      people      O
20743         2996                         and      O
20744         2996                    wounding      O
20745         2996                          15      O
20746         2996                      others      O
20747         2996                           .      O
20748          819                   Pakistani  B-gpe
20749          819                       Prime  B-per
20750          819                    Minister  I-per
20751          819                       Yusuf  I-per
20752          819                        Raza  I-per
20753          819                      Gilani  I-per
20754          819                   condemned      O
20755          819                         the      O
20756          819                       blast      O
20757          819                         and      O
20758          819                     ordered      O
20759          819                          an      O
20760          819                     inquiry      O
20761          819                        into      O
20762          819                         the      O
20763          819                    incident      O
20764          819                           .      O
20765         2193                        Only      O
20766         2193                          30      O
20767         2193                      miners      O
20768         2193                         are      O
20769         2193                       known      O
20770         2193                          to      O
20771         2193                        have      O
20772         2193                    survived      O
20773         2193                         the      O
20774         2193                       blast      O
20775         2193                           .      O
20776         3201                          In      O
20777         3201                           a      O
20778         3201                       radio      O
20779         3201                     address      O
20780         3201                          to      O
20781         3201                         the      O
20782         3201                      nation      O
20783         3201                    Saturday  B-tim
20784         3201                           ,      O
20785         3201                         Mr.  B-per
20786         3201                        Bush  I-per
20787         3201                        said      O
20788         3201                        some      O
20789         3201                   Democrats      O
20790         3201                          in      O
20791         3201                    Congress  B-org
20792         3201                        want      O
20793         3201                          to      O
20794         3201                      repeal      O
20795         3201                         the      O
20796         3201                         tax      O
20797         3201                        cuts      O
20798         3201                          or      O
20799         3201                         let      O
20800         3201                        them      O
20801         3201                      expire      O
20802         3201                        over      O
20803         3201                         the      O
20804         3201                        next      O
20805         3201                         few  B-tim
20806         3201                       years      O
20807         3201                           .      O
20808         2469                   Pyongyang  B-tim
20809         2469                    contends      O
20810         2469                       eight      O
20811         2469                      others      O
20812         2469                         are      O
20813         2469                        dead      O
20814         2469                           .      O
20815         1449                Khodorkovsky  B-per
20816         1449                           ,      O
20817         1449                        once      O
20818         1449                      Russia  B-geo
20819         1449                          's      O
20820         1449                     richest      O
20821         1449                         man      O
20822         1449                           ,      O
20823         1449                         was      O
20824         1449                   convicted      O
20825         1449                          in      O
20826         1449                         May  B-tim
20827         1449                          in      O
20828         1449                        what      O
20829         1449                         his      O
20830         1449                  supporters      O
20831         1449                        call      O
20832         1449                           a      O
20833         1449                   political      O
20834         1449                       trial      O
20835         1449                          in      O
20836         1449                 retaliation      O
20837         1449                         for      O
20838         1449                         the      O
20839         1449                      tycoon      O
20840         1449                          's      O
20841         1449                     backing      O
20842         1449                          of      O
20843         1449                  opposition      O
20844         1449                 politicians      O
20845         1449                           .      O
20846         1679                     Germany  B-org
20847         1679                          's      O
20848         1679              Constitutional  B-org
20849         1679                       Court  I-org
20850         1679                       ruled      O
20851         1679                     Tuesday  B-tim
20852         1679                        that      O
20853         1679                         the      O
20854         1679                     general      O
20855         1679                      threat      O
20856         1679                          of      O
20857         1679                      terror      O
20858         1679                       since      O
20859         1679                   September  B-tim
20860         1679                          11  I-tim
20861         1679                           ,  I-tim
20862         1679                        2001  I-tim
20863         1679                           ,      O
20864         1679                        does      O
20865         1679                         not      O
20866         1679                     warrant      O
20867         1679                      random      O
20868         1679                   profiling      O
20869         1679                           .      O
20870         1263                         The      O
20871         1263                        wall      O
20872         1263                         was      O
20873         1263                       built      O
20874         1263                    starting      O
20875         1263                          in      O
20876         1263                        1961  B-tim
20877         1263                         and      O
20878         1263                        came      O
20879         1263                          to      O
20880         1263                   symbolize      O
20881         1263                         the      O
20882         1263                      divide      O
20883         1263                     between      O
20884         1263                         the      O
20885         1263                   so-called      O
20886         1263                        Iron  B-org
20887         1263                     Curtain  I-org
20888         1263                         and      O
20889         1263                         the      O
20890         1263                  democratic  B-geo
20891         1263                        West  I-geo
20892         1263                           .      O
20893         1256                     General  B-per
20894         1256                       Barno  I-per
20895         1256                        said      O
20896         1256                          he      O
20897         1256                     expects      O
20898         1256                           a      O
20899         1256                       small      O
20900         1256                   hard-core      O
20901         1256                     remnant      O
20902         1256                          of      O
20903         1256                         the      O
20904         1256                     Taleban  B-org
20905         1256                          to      O
20906         1256                    continue      O
20907         1256                    fighting      O
20908         1256                        even      O
20909         1256                          as      O
20910         1256                         the      O
20911         1256                       group      O
20912         1256                          's      O
20913         1256                    military      O
20914         1256                    strength      O
20915         1256                       fades      O
20916         1256                        away      O
20917         1256                           .      O
20918         2112                      Poland  B-org
20919         2112                    regained      O
20920         2112                         its      O
20921         2112                independence      O
20922         2112                          in      O
20923         2112                        1918  B-tim
20924         2112                        only      O
20925         2112                          to      O
20926         2112                          be      O
20927         2112                     overrun      O
20928         2112                          by      O
20929         2112                     Germany  B-geo
20930         2112                         and      O
20931         2112                         the      O
20932         2112                      Soviet  B-geo
20933         2112                       Union  I-geo
20934         2112                          in      O
20935         2112                       World      O
20936         2112                         War      O
20937         2112                          II  B-eve
20938         2112                           .      O
20939         1365                          In      O
20940         1365                     Baghdad  B-geo
20941         1365                           ,      O
20942         1365                      police      O
20943         1365                         say      O
20944         1365                        they      O
20945         1365                       found      O
20946         1365                         the      O
20947         1365                      bodies      O
20948         1365                          of      O
20949         1365                          at      O
20950         1365                       least      O
20951         1365                          20      O
20952         1365                      people      O
20953         1365                         who      O
20954         1365                         had      O
20955         1365                        been      O
20956         1365                        shot      O
20957         1365                         and      O
20958         1365                      dumped      O
20959         1365                          in      O
20960         1365                         the      O
20961         1365                     capital      O
20962         1365                           .      O
20963         1480                          He      O
20964         1480                         was      O
20965         1480                         the      O
20966         1480                      center      O
20967         1480                          's      O
20968         1480                       chief      O
20969         1480                          of      O
20970         1480                       staff      O
20971         1480                      before      O
20972         1480                      moving      O
20973         1480                          to      O
20974         1480                         the      O
20975         1480                       White  B-org
20976         1480                       House  I-org
20977         1480                           .      O
20978         1972                          He      O
20979         1972                          is      O
20980         1972                    Portugal  B-gpe
20981         1972                          's      O
20982         1972                       first      O
20983         1972                conservative      O
20984         1972                   president      O
20985         1972                       since      O
20986         1972                         the      O
20987         1972                     country      O
20988         1972                      became      O
20989         1972                           a      O
20990         1972                   democracy      O
20991         1972                          in      O
20992         1972                        1974  B-tim
20993         1972                           .      O
20994         2873                 Authorities      O
20995         2873                    detained      O
20996         2873                         the      O
20997         2873                    suspects      O
20998         2873                          in      O
20999         2873                     several      O
21000         2873                      German  B-gpe
21001         2873                      cities      O
21002         2873                        just      O
21003         2873                       hours      O
21004         2873                      before      O
21005         2873                           a      O
21006         2873                     meeting      O
21007         2873                      Friday  B-tim
21008         2873                     between  I-tim
21009         2873                         Mr.  B-per
21010         2873                      Allawi  I-per
21011         2873                         and      O
21012         2873                      German  B-gpe
21013         2873                  Chancellor  B-per
21014         2873                     Gerhard  I-per
21015         2873                   Schroeder  I-per
21016         2873                          in      O
21017         2873                      Berlin  B-geo
21018         2873                           .      O
21019         1758                         The      O
21020         1758                       price      O
21021         1758                          of      O
21022         1758                    gasoline      O
21023         1758                         has      O
21024         1758                      become      O
21025         1758                           a      O
21026         1758                    campaign      O
21027         1758                       issue      O
21028         1758                     between      O
21029         1758                       Obama  B-per
21030         1758                         and      O
21031         1758                 presumptive      O
21032         1758                  Republican      O
21033         1758                     nominee      O
21034         1758                        John  B-per
21035         1758                      McCain  I-per
21036         1758                           .      O
21037          975                  Worshipers      O
21038          975                      travel      O
21039          975                          to      O
21040          975                         the      O
21041          975                      shrine      O
21042          975                        each  B-tim
21043          975                        year      O
21044          975                          to      O
21045          975                       mourn      O
21046          975                         the      O
21047          975             seventh-century      O
21048          975                     killing      O
21049          975                          of      O
21050          975                         the      O
21051          975                    grandson      O
21052          975                          of      O
21053          975                         the      O
21054          975                     Prophet  B-per
21055          975                    Muhammad  I-per
21056          975                           .      O
21057         3035                     Earlier      O
21058         3035                   Wednesday  B-tim
21059         3035                           ,      O
21060         3035                     several      O
21061         3035                       dozen      O
21062         3035                       young      O
21063         3035                      people      O
21064         3035                      forced      O
21065         3035                       their      O
21066         3035                         way      O
21067         3035                        into      O
21068         3035                  Kyrgyzstan  B-geo
21069         3035                          's      O
21070         3035                     Supreme  B-org
21071         3035                       Court  I-org
21072         3035                    building      O
21073         3035                         and      O
21074         3035                     evicted      O
21075         3035                  supporters      O
21076         3035                          of      O
21077         3035                       rival      O
21078         3035                   political      O
21079         3035                      groups      O
21080         3035                         who      O
21081         3035                    occupied      O
21082         3035                         the      O
21083         3035                    building      O
21084         3035                       since  B-tim
21085         3035                       April  I-tim
21086         3035                           .      O
21087          879                           "      O
21088          879                         Why      O
21089          879                          do      O
21090          879                         n't      O
21091          879                         you      O
21092          879                        kill      O
21093          879                          it      O
21094          879                          at      O
21095          879                        once      O
21096          879                           ,      O
21097          879                        like      O
21098          879                           a      O
21099          879                        lady      O
21100          879                           ?      O
21101          879                           "      O
21102          663                         The      O
21103          663                   consulate      O
21104          663                        said      O
21105          663                          it      O
21106          663                   notarized      O
21107          663                         his      O
21108          663                   signature      O
21109          663                           ,      O
21110          663                         but      O
21111          663                         not      O
21112          663                         the      O
21113          663                    contents      O
21114          663                          of      O
21115          663                         the      O
21116          663                    document      O
21117          663                           .      O
21118          425                        Cuba  B-gpe
21119          425                     severed      O
21120          425                        ties      O
21121          425                        with      O
21122          425                      Panama  B-gpe
21123          425                          in      O
21124          425                      August  B-tim
21125          425                           ,      O
21126          425                       hours      O
21127          425                       after      O
21128          425                  Panamanian  B-gpe
21129          425                   President  B-per
21130          425                      Mireya  I-per
21131          425                     Moscoso  I-per
21132          425                           ,      O
21133          425                          in      O
21134          425                         her      O
21135          425                       final      O
21136          425                        days      O
21137          425                          in      O
21138          425                      office      O
21139          425                           ,      O
21140          425                    pardoned      O
21141          425                         the      O
21142          425                         men      O
21143          425                           ,      O
21144          425                  preventing      O
21145          425                       their      O
21146          425                 extradition      O
21147          425                          to      O
21148          425                        Cuba  B-geo
21149          425                           .      O
21150         2309                  Insurgents      O
21151         2309                  frequently      O
21152         2309                      target      O
21153         2309                       local      O
21154         2309                         and      O
21155         2309               international      O
21156         2309                    security      O
21157         2309                      forces      O
21158         2309                           .      O
21159         3258                       Other      O
21160         3258                     options      O
21161         3258                     include      O
21162         3258                      moving      O
21163         3258                         the      O
21164         3258                        U.N.  B-org
21165         3258                     mission      O
21166         3258                headquarters      O
21167         3258                        from      O
21168         3258                     Eritrea  B-geo
21169         3258                          to      O
21170         3258                    Ethiopia  B-geo
21171         3258                         and      O
21172         3258                 downgrading      O
21173         3258                         the      O
21174         3258                   operation      O
21175         3258                          to      O
21176         3258                      either      O
21177         3258                          an      O
21178         3258                    observer      O
21179         3258                          or      O
21180         3258                     liaison      O
21181         3258                      effort      O
21182         3258                           .      O
21183         1283                         The      O
21184         1283                        ACLU  B-org
21185         1283                    obtained      O
21186         1283                         the      O
21187         1283                   documents      O
21188         1283                       after      O
21189         1283                           a      O
21190         1283                     federal      O
21191         1283                       court      O
21192         1283                     ordered      O
21193         1283                         the      O
21194         1283                    Pentagon  B-org
21195         1283                          to      O
21196         1283                      comply      O
21197         1283                        with      O
21198         1283                           a      O
21199         1283                    year-old      O
21200         1283                     request      O
21201         1283                       under      O
21202         1283                         the      O
21203         1283                        U.S.  B-org
21204         1283                     Freedom  I-org
21205         1283                          of  I-org
21206         1283                 Information  I-org
21207         1283                         Act  I-org
21208         1283                           .      O
21209         1174                         The      O
21210         1174                        fire      O
21211         1174                           ,      O
21212         1174                       which      O
21213         1174                       began      O
21214         1174                          on      O
21215         1174                         May  B-tim
21216         1174                           5  I-tim
21217         1174                           ,      O
21218         1174                         has      O
21219         1174                      forced      O
21220         1174                         the      O
21221         1174                  evacuation      O
21222         1174                          of      O
21223         1174                        more      O
21224         1174                        than      O
21225         1174                      30,000      O
21226         1174                           .      O
21227         2422                         The  B-org
21228         2422                    Ministry  I-org
21229         2422                          of  I-org
21230         2422                 Information  I-org
21231         2422                         and  I-org
21232         2422               Communication  I-org
21233         2422                      issued      O
21234         2422                           a      O
21235         2422                      letter      O
21236         2422                  requesting      O
21237         2422                         the      O
21238         2422                     station      O
21239         2422                          be      O
21240         2422                        shut      O
21241         2422                        down      O
21242         2422                     because      O
21243         2422                          it      O
21244         2422                      defied      O
21245         2422                           a      O
21246         2422                         ban      O
21247         2422                     imposed      O
21248         2422                          by      O
21249         2422                        King  B-org
21250         2422                   Gyanendra  I-org
21251         2422                           .      O
21252          280                        Iran  B-gpe
21253          280                          's      O
21254          280                         new      O
21255          280                   President  B-per
21256          280                     Mahmoud  I-per
21257          280                 Ahmadinejad  I-per
21258          280                        said      O
21259          280                     Tuesday  B-tim
21260          280                        that      O
21261          280                    European  B-gpe
21262          280                  incentives      O
21263          280                       aimed      O
21264          280                          at      O
21265          280                  persuading      O
21266          280                        Iran  B-gpe
21267          280                          to      O
21268          280                         end      O
21269          280                         its      O
21270          280                     nuclear      O
21271          280                        fuel      O
21272          280                     program      O
21273          280                         are      O
21274          280                          an      O
21275          280                      insult      O
21276          280                          to      O
21277          280                         the      O
21278          280                     Iranian  B-gpe
21279          280                      nation      O
21280          280                           .      O
21281          594                         The      O
21282          594                   president      O
21283          594                        said      O
21284          594                           "      O
21285          594                   naysayers      O
21286          594                         and      O
21287          594                      cynics      O
21288          594                           "      O
21289          594                      should      O
21290          594                         not      O
21291          594                         bet      O
21292          594                     against      O
21293          594                         the      O
21294          594                     passage      O
21295          594                          of      O
21296          594                      health      O
21297          594                   insurance      O
21298          594                 legislation      O
21299          594                           .      O
21300         1738                       Calls      O
21301         1738                         for      O
21302         1738                        U.N.  B-geo
21303         1738                      reform      O
21304         1738                        have      O
21305         1738                   increased      O
21306         1738                          in      O
21307         1738                      recent  B-tim
21308         1738                       years      O
21309         1738                           ,      O
21310         1738                      fueled      O
21311         1738                          in      O
21312         1738                        part      O
21313         1738                          by      O
21314         1738                   financial      O
21315         1738                     scandal      O
21316         1738                          in      O
21317         1738                         the      O
21318         1738                        Iraq  B-geo
21319         1738                oil-for-food      O
21320         1738                     program      O
21321         1738                           ,      O
21322         1738                         and      O
21323         1738                         the      O
21324         1738                        U.S.  B-geo
21325         1738                    decision      O
21326         1738                          to      O
21327         1738                      invade      O
21328         1738                        Iraq  B-geo
21329         1738                     without      O
21330         1738                    Security  B-org
21331         1738                     Council  I-org
21332         1738                    approval      O
21333         1738                           .      O
21334          957                        More      O
21335          957                        than      O
21336          957                       1,000      O
21337          957                    civilian      O
21338          957                  volunteers      O
21339          957                         are      O
21340          957                    expected      O
21341          957                          to      O
21342          957                    converge      O
21343          957                          on      O
21344          957                         the      O
21345          957                        city      O
21346          957                          of      O
21347          957                   Tombstone  B-tim
21348          957                      Friday  I-tim
21349          957                          to      O
21350          957                       begin      O
21351          957                           a      O
21352          957                      30-day      O
21353          957                      border      O
21354          957                      patrol      O
21355          957                           .      O
21356         2628                          If      O
21357         2628                        home      O
21358         2628                       sales      O
21359         2628                   continued      O
21360         2628                          at      O
21361         2628                        this      O
21362         2628                        rate      O
21363         2628                         for      O
21364         2628                           a      O
21365         2628                        full      O
21366         2628                        year      O
21367         2628                           ,      O
21368         2628                         6.7      O
21369         2628                     million      O
21370         2628                       homes      O
21371         2628                       would      O
21372         2628                      change      O
21373         2628                       hands      O
21374         2628                           .      O
21375         1763                         Mr.  B-per
21376         1763                     Jackson  I-per
21377         1763                         had      O
21378         1763                     invited      O
21379         1763                         him      O
21380         1763                         and      O
21381         1763                         his      O
21382         1763                      family      O
21383         1763                         for      O
21384         1763                           a      O
21385         1763                       visit      O
21386         1763                          in      O
21387         1763                        2003  B-tim
21388         1763                           .      O
21389         2331                        King  B-per
21390         2331                    Abdullah  I-per
21391         2331                     arrived      O
21392         2331                          in      O
21393         2331                       India  B-geo
21394         2331                        from      O
21395         2331                       China  B-geo
21396         2331                           ,      O
21397         2331                       where      O
21398         2331                          he      O
21399         2331                      signed      O
21400         2331                     several      O
21401         2331                    economic      O
21402         2331                       deals      O
21403         2331                        with      O
21404         2331                     Chinese  B-gpe
21405         2331                   President  B-per
21406         2331                          Hu  I-per
21407         2331                      Jintao  I-per
21408         2331                           .      O
21409         2518                         The      O
21410         2518                       price      O
21411         2518                          of      O
21412         2518                         oil      O
21413         2518                         for      O
21414         2518                      future      O
21415         2518                    delivery      O
21416         2518                        rose      O
21417         2518                        more      O
21418         2518                        than      O
21419         2518                         two      O
21420         2518                     dollars      O
21421         2518                          to      O
21422         2518                          go      O
21423         2518                          as      O
21424         2518                        high      O
21425         2518                          as      O
21426         2518                           $      O
21427         2518                      138.28      O
21428         2518                           a      O
21429         2518                      barrel      O
21430         2518                          in      O
21431         2518                         New  B-geo
21432         2518                        York  I-geo
21433         2518                     trading      O
21434         2518                           .      O
21435         3163                    Speaking      O
21436         3163                          on      O
21437         3163                         the      O
21438         3163                   sidelines      O
21439         3163                          of      O
21440         3163                           a      O
21441         3163                    security      O
21442         3163                  conference      O
21443         3163                          in      O
21444         3163                      Munich  B-org
21445         3163                           ,  I-org
21446         3163                         Mr.  B-per
21447         3163                       Annan  I-per
21448         3163                        said      O
21449         3163                          at      O
21450         3163                        this      O
21451         3163                       stage      O
21452         3163                           ,      O
21453         3163                         the      O
21454         3163                      United  B-org
21455         3163                     Nations  I-org
21456         3163                       hopes      O
21457         3163                          to      O
21458         3163                        help      O
21459         3163                        more      O
21460         3163                        with      O
21461         3163                        Iraq  B-geo
21462         3163                          's      O
21463         3163                    post-war      O
21464         3163              reconstruction      O
21465         3163                           .      O
21466         1068                           A      O
21467         1068                      strong      O
21468         1068                  earthquake      O
21469         1068                       shook      O
21470         1068                   Indonesia  B-geo
21471         1068                          's      O
21472         1068                        Aceh  B-geo
21473         1068                    province      O
21474         1068                        just      O
21475         1068                      before      O
21476         1068                    midnight  B-tim
21477         1068                    Saturday  I-tim
21478         1068                           (      O
21479         1068                       about      O
21480         1068                        1657  B-tim
21481         1068                         UTC  I-tim
21482         1068                           )      O
21483         1068                           ,      O
21484         1068                     causing      O
21485         1068                   residents      O
21486         1068                          to      O
21487         1068                        flee      O
21488         1068                       their      O
21489         1068                       homes      O
21490         1068                          in      O
21491         1068                       panic      O
21492         1068                           .      O
21493         2922                         The      O
21494         2922                      troops      O
